ID,age,gender,ses,poli,civicengage1,colleff1_1,colleff2_1,affectpol1,polar1,perpolarlay1,perpolarelite1,media1_tv1,media2_newspaper1,media3_sns1,media4_youtube1,media5_community1,media6_other1,media6_othertext1,civicengage2,colleff1_2,colleff2_2,voteintention2,media1_tv2,media2_newspaper2,media3_sns2,media4_youtube2,media5_community2,media6_other2,media6_othertext2,media1_tv_perc2,media2_newspaper_perc2,media3_sns_perc2,media4_youtube_perc2,media5_community_perc2,media6_other_perc2,media6_othertext_perc2,affectpol2,polar2,perpolarlay2,perpolarelite2,civicengage3,colleff1_3,colleff2_3,vote3,media1_tv3,media2_newspaper3,media3_sns3,media4_youtube3,media5_community3,media6_other3,media6_othertext3,media1_tv_perc3,media2_newspaper_perc3,media3_sns_perc3,media4_youtube_perc3,media5_community_perc3,media6_other_perc3,media6_othertext_perc3,affectpol3,polar3,perpolarlay3,perpolarelite3
492,44,1,4,8,74,3,4,1,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,3,4,1,1,NA,3,NA,5,NA,NA,20,20,20,20,20,0,0,81,1,0,0
493,51,1,6,5,54,4,4,3,0,4,0,1,2,NA,NA,NA,NA,NA,4,3,2,2,NA,NA,3,NA,NA,NA,NA,50,5,40,5,0,NA,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,31,1,4,1,73,2,2,1,3,0,1,NA,NA,NA,4,NA,NA,NA,78,5,4,1,NA,NA,NA,NA,5,NA,NA,50,10,10,10,20,NA,NA,40,5,1,8,64,2,3,1,NA,NA,3,NA,NA,NA,NA,10,20,20,20,20,0,10,0,0,0,3
495,61,1,4,5,62,4,4,33,0,6,6,1,NA,NA,NA,NA,NA,NA,12,4,4,1,1,2,NA,NA,NA,NA,NA,80,20,0,0,0,NA,NA,19,0,5,6,21,4,4,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,0,0,32,0,6,6
496,52,1,5,1,54,5,4,90,1,9,9,1,2,NA,4,NA,NA,NA,100,5,5,1,1,2,NA,4,NA,NA,NA,30,10,0,60,0,NA,NA,100,2,10,10,82,5,5,1,1,2,NA,4,NA,NA,NA,30,20,0,50,0,0,0,100,2,5,10
497,57,2,4,3,0,4,3,28,1,4,2,1,NA,NA,4,NA,NA,NA,0,4,4,2,1,NA,NA,4,NA,NA,NA,20,30,10,30,10,NA,NA,17,0,5,3,15,4,4,2,NA,NA,NA,4,NA,NA,NA,20,20,10,30,20,0,0,0,1,7,6
498,26,1,5,5,48,3,3,0,0,6,6,NA,NA,3,NA,NA,NA,NA,50,3,4,1,NA,NA,3,NA,NA,NA,NA,50,0,50,0,0,NA,NA,0,1,0,0,50,4,3,3,NA,NA,3,NA,NA,NA,NA,20,0,80,0,0,0,0,0,2,3,6
499,23,2,7,1,50,4,3,63,0,1,1,1,NA,NA,NA,NA,NA,NA,36,3,4,1,NA,NA,NA,4,NA,NA,NA,90,0,10,0,0,NA,NA,0,2,0,1,57,3,4,2,NA,NA,NA,4,NA,NA,NA,60,0,0,40,0,0,0,6,1,0,0
500,54,1,5,7,6,4,3,32,2,5,0,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,60,1,6,6,30,4,3,0,2,4,6,1,2,3,NA,NA,NA,NA,10,3,2,1,1,2,3,NA,NA,NA,NA,10,20,70,0,0,NA,NA,20,1,2,6,20,4,3,1,1,2,3,NA,NA,NA,NA,20,40,40,0,0,0,0,10,1,8,6
502,53,1,3,3,34,3,3,53,4,5,5,1,2,3,4,NA,NA,NA,5,2,2,1,1,NA,NA,4,NA,NA,NA,40,20,0,40,0,NA,NA,51,3,7,7,26,3,3,1,1,2,NA,4,NA,NA,NA,45,17,2,35,1,0,0,16,1,6,3
503,25,2,7,2,75,4,4,100,1,8,8,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,36,2,3,6,66,4,4,63,1,7,7,NA,NA,3,4,5,NA,NA,60,4,4,1,NA,NA,3,4,5,NA,NA,30,15,20,20,15,NA,NA,30,1,4,5,63,4,5,1,1,2,NA,NA,5,NA,NA,20,20,20,10,20,0,10,41,2,5,5
505,63,2,5,6,65,3,3,19,1,4,3,NA,2,3,4,5,NA,NA,33,5,4,1,1,2,3,4,5,NA,NA,20,10,20,20,30,NA,NA,0,1,1,1,70,4,4,1,1,2,3,4,5,NA,NA,20,10,20,10,40,0,0,29,1,1,1
506,47,2,3,3,61,4,4,39,0,6,8,1,2,3,4,NA,NA,NA,60,4,3,1,1,2,NA,4,NA,NA,NA,40,20,10,20,10,NA,NA,5,2,1,1,67,4,4,1,1,2,NA,4,NA,NA,NA,40,20,10,20,10,0,0,30,0,4,5
507,29,1,4,5,0,4,4,50,3,5,6,1,2,NA,NA,NA,NA,NA,53,4,4,1,1,NA,3,NA,NA,NA,NA,10,90,0,0,0,NA,NA,50,1,8,6,0,5,4,1,1,NA,3,4,NA,NA,NA,10,60,10,10,10,0,0,59,4,6,7
508,61,2,4,8,50,3,3,0,2,0,0,NA,NA,NA,4,NA,NA,NA,51,3,2,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,20,2,1,0,15,3,2,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,43,2,3,3
509,33,2,3,5,50,4,3,12,0,4,2,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,67,2,4,6,50,4,3,21,2,2,8,1,NA,NA,NA,NA,NA,NA,57,4,3,1,1,NA,NA,NA,NA,NA,NA,80,10,0,10,0,NA,NA,25,2,5,6,22,3,3,1,1,NA,NA,NA,NA,NA,NA,80,20,0,0,0,0,0,40,0,7,5
511,45,1,5,6,60,4,4,10,1,4,8,1,2,NA,NA,NA,NA,NA,73,4,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,0,3,5,4,70,4,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,4,2,5,5
512,50,2,5,6,50,4,3,9,2,5,6,1,NA,NA,4,5,NA,NA,0,3,3,1,1,2,3,NA,NA,NA,NA,30,30,10,0,30,NA,NA,0,1,1,2,34,4,3,1,NA,NA,3,NA,5,NA,NA,0,0,50,0,50,0,0,36,5,4,6
513,39,1,6,7,5,2,1,57,2,8,7,NA,2,NA,NA,NA,NA,NA,0,3,3,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,58,6,7,7,0,3,3,1,NA,NA,NA,NA,NA,6,sbs ytn,70,0,0,0,15,15,0,70,5,2,7
515,63,1,4,6,48,4,4,1,2,8,7,1,NA,NA,NA,NA,NA,NA,33,4,4,1,1,2,3,NA,NA,NA,NA,70,20,10,0,0,NA,NA,0,1,8,7,26,4,4,1,1,NA,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,2,1,7,7
516,48,1,5,5,69,4,4,12,1,6,7,1,2,NA,4,NA,NA,NA,50,4,4,1,1,2,NA,NA,NA,NA,NA,50,30,0,20,0,NA,NA,20,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,27,2,5,7,5,5,4,45,4,4,6,1,2,3,4,5,NA,NA,9,5,3,1,1,NA,3,4,5,NA,NA,65,10,5,10,10,NA,NA,66,3,8,7,24,5,4,1,1,2,3,4,5,NA,NA,80,5,3,10,2,0,0,35,4,8,8
518,57,2,6,4,50,3,4,46,2,1,1,1,NA,NA,NA,NA,NA,NA,28,3,3,1,1,NA,NA,NA,NA,NA,NA,50,30,0,20,0,NA,NA,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,61,2,7,5,13,4,4,40,2,3,9,1,NA,NA,4,NA,NA,NA,20,5,5,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,NA,NA,91,3,9,8,57,5,5,1,1,NA,NA,4,NA,NA,NA,80,0,0,20,0,0,0,19,1,7,7
521,63,1,7,5,38,3,3,19,0,5,6,1,NA,3,4,NA,NA,NA,63,2,3,1,1,2,NA,4,NA,NA,NA,10,10,20,50,10,NA,NA,27,1,5,6,68,4,4,1,NA,NA,3,4,NA,NA,NA,10,0,10,30,50,0,0,2,1,1,1
522,27,1,5,5,58,5,5,0,1,5,7,NA,NA,3,4,NA,NA,NA,50,5,5,1,NA,NA,3,NA,NA,NA,NA,0,0,50,50,0,NA,NA,0,0,1,1,0,5,4,2,NA,NA,3,NA,NA,NA,NA,50,0,50,0,0,0,0,0,0,2,2
523,63,2,6,5,13,4,4,54,0,1,3,NA,NA,NA,4,NA,NA,NA,36,4,4,1,1,NA,NA,4,NA,NA,NA,25,5,0,70,0,NA,NA,42,1,3,4,50,4,4,1,NA,NA,NA,4,NA,NA,NA,0,0,0,100,0,0,0,23,0,1,1
524,33,2,3,2,50,5,5,85,5,6,6,1,NA,NA,4,5,NA,NA,50,5,5,1,NA,NA,NA,4,5,NA,NA,25,0,0,40,35,NA,NA,94,5,7,7,61,5,5,1,1,NA,3,NA,5,NA,NA,5,0,5,20,70,0,0,55,4,3,6
525,59,1,4,3,68,3,3,56,3,0,3,1,NA,NA,NA,NA,NA,NA,26,4,3,1,1,NA,NA,NA,NA,NA,NA,20,20,20,10,30,NA,NA,26,1,1,1,60,3,2,1,1,NA,NA,4,NA,NA,NA,30,30,20,10,10,0,0,9,2,1,1
526,26,2,7,0,65,3,4,82,8,6,8,NA,2,3,NA,NA,NA,NA,69,4,4,1,NA,NA,NA,4,5,NA,NA,65,0,20,15,0,NA,NA,100,8,5,8,50,4,4,1,1,NA,3,NA,NA,NA,NA,60,0,40,0,0,0,0,94,6,10,10
527,64,2,6,5,15,5,5,25,1,0,0,1,2,3,NA,NA,NA,NA,71,3,4,1,1,NA,NA,NA,NA,NA,NA,30,20,10,20,10,NA,10,32,0,0,0,65,4,3,1,1,NA,NA,NA,NA,NA,NA,90,1,0,9,0,0,0,14,1,0,0
528,46,2,3,5,65,2,4,14,1,3,0,1,NA,NA,NA,NA,NA,NA,17,4,4,1,1,NA,NA,NA,NA,NA,NA,40,30,10,10,10,NA,NA,22,0,4,6,50,4,4,1,1,NA,NA,NA,NA,NA,NA,90,0,0,0,10,0,0,30,0,1,0
529,53,1,7,8,60,4,3,49,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,33,1,3,5,60,3,3,27,0,0,1,1,NA,NA,NA,NA,NA,NA,58,3,4,3,NA,NA,NA,NA,5,NA,NA,55,20,0,15,10,NA,NA,10,2,0,0,40,3,3,1,NA,NA,NA,NA,5,NA,NA,50,0,0,50,0,0,0,34,0,0,1
531,47,1,3,3,40,4,4,20,2,6,2,1,NA,NA,4,NA,NA,NA,27,4,3,1,1,NA,NA,4,NA,NA,NA,40,20,0,40,0,NA,NA,67,3,7,4,72,5,5,1,1,2,NA,4,NA,NA,NA,30,30,0,40,0,0,0,36,3,9,5
532,60,2,5,6,24,3,2,14,2,4,3,1,NA,NA,NA,NA,NA,NA,33,3,2,3,NA,NA,NA,4,5,NA,NA,20,5,10,60,5,NA,NA,18,0,1,0,26,3,2,3,1,NA,NA,NA,NA,NA,NA,80,20,0,0,0,0,0,18,1,1,1
533,26,1,4,5,32,4,4,6,0,0,0,NA,NA,3,NA,5,NA,NA,73,4,4,1,1,NA,3,NA,NA,NA,NA,30,0,30,30,10,NA,NA,21,3,3,3,51,3,4,1,1,NA,NA,4,NA,NA,NA,10,20,30,30,10,0,0,9,1,0,1
534,30,1,4,5,79,4,3,37,1,5,0,NA,2,NA,4,NA,NA,NA,33,4,2,2,NA,NA,3,NA,5,NA,NA,10,10,10,50,20,NA,NA,0,2,1,0,60,4,3,1,1,2,NA,NA,NA,NA,NA,10,10,10,10,10,0,50,7,2,1,1
537,39,1,6,5,45,4,4,2,1,6,6,1,2,3,NA,NA,NA,NA,12,4,4,1,1,NA,3,NA,NA,NA,NA,40,20,10,20,10,NA,NA,0,1,8,8,8,4,3,1,1,NA,3,NA,NA,NA,NA,40,20,20,10,10,0,0,1,0,8,8
538,64,2,4,3,3,2,3,5,2,1,0,1,NA,NA,NA,NA,NA,NA,4,4,4,1,1,NA,NA,NA,NA,NA,NA,95,5,0,0,0,NA,NA,0,0,6,7,8,4,4,1,1,2,NA,NA,NA,NA,NA,90,10,0,0,0,0,0,4,1,10,7
539,63,2,5,5,41,3,3,6,1,0,0,1,NA,NA,NA,NA,NA,NA,49,3,3,1,1,NA,NA,4,NA,NA,NA,50,0,10,30,10,NA,NA,5,1,0,1,50,4,3,1,NA,2,NA,NA,NA,NA,NA,80,5,2,2,10,0,1,6,1,0,0
540,35,2,4,0,41,5,3,29,3,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,3,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,0,0,71,1,6,5
541,57,2,5,6,86,5,4,66,1,9,8,1,NA,3,NA,NA,NA,NA,33,4,4,1,NA,NA,NA,4,NA,NA,NA,10,0,30,50,10,NA,NA,61,1,1,0,39,4,4,1,1,NA,NA,4,NA,NA,NA,10,0,10,80,0,0,0,19,2,9,6
542,26,2,5,5,33,4,5,0,0,4,3,1,2,NA,NA,NA,NA,NA,43,4,3,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,NA,NA,18,7,1,0,48,5,3,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,0,0,8,0,3,5
543,21,1,6,5,50,4,3,2,0,10,6,1,NA,NA,NA,NA,NA,NA,50,5,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,0,0,5,10,0,3,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,0,0,8,8
544,66,1,8,4,17,4,4,23,0,7,7,1,NA,NA,NA,NA,NA,NA,33,4,4,1,1,2,NA,4,NA,NA,NA,30,20,10,40,0,NA,NA,38,3,6,6,48,3,4,1,1,NA,NA,NA,NA,NA,NA,50,2,8,30,0,0,10,46,0,7,5
545,41,1,7,6,70,4,4,22,1,3,0,1,2,3,NA,NA,NA,NA,37,3,2,1,1,2,NA,NA,NA,NA,NA,10,2,80,5,3,NA,NA,34,1,3,1,60,4,4,1,1,NA,NA,4,NA,NA,NA,35,20,5,30,10,0,0,13,1,1,3
546,26,2,3,5,21,3,3,0,1,4,4,1,NA,NA,NA,5,NA,NA,30,4,3,2,1,NA,NA,4,5,NA,NA,40,0,5,30,25,NA,NA,0,1,2,2,49,4,3,1,1,NA,NA,NA,5,NA,NA,30,0,0,0,70,0,0,0,1,4,4
547,51,2,3,5,60,3,2,28,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,4,2,1,NA,NA,NA,4,NA,NA,NA,50,0,0,50,0,0,0,8,1,0,0
548,29,1,3,5,0,4,3,2,2,8,10,1,2,NA,NA,5,NA,NA,73,2,3,1,1,NA,NA,4,NA,NA,NA,40,15,15,30,0,NA,NA,21,0,10,10,18,1,2,1,1,2,3,NA,NA,NA,NA,35,5,60,0,0,0,0,21,3,10,10
549,63,1,6,4,56,5,5,19,3,3,3,1,NA,NA,4,NA,NA,NA,10,4,5,1,NA,NA,NA,4,NA,NA,NA,25,10,10,30,10,NA,15,37,1,4,4,64,5,4,1,1,NA,NA,4,NA,NA,NA,5,1,4,90,0,0,0,36,2,4,3
550,52,1,2,3,80,4,4,60,3,3,7,1,NA,NA,4,5,NA,NA,62,4,4,1,1,2,NA,4,5,NA,NA,30,5,0,25,40,NA,NA,50,1,8,6,69,4,5,1,1,NA,NA,4,5,NA,NA,30,0,0,20,50,0,0,70,1,6,7
551,56,2,2,0,50,5,5,100,2,10,10,1,NA,NA,NA,NA,NA,NA,100,4,5,1,1,NA,NA,4,NA,NA,NA,30,10,10,30,20,NA,NA,100,3,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,25,2,3,3,4,5,5,94,1,7,6,1,NA,3,4,NA,NA,NA,57,4,4,1,1,NA,3,NA,NA,NA,NA,70,0,20,10,0,NA,NA,35,0,7,6,55,5,4,1,1,NA,NA,4,NA,NA,NA,40,20,10,10,10,0,10,3,1,3,6
553,51,2,4,4,38,4,3,17,1,2,2,1,NA,NA,NA,NA,NA,NA,42,4,4,1,NA,2,NA,NA,NA,NA,NA,10,90,0,0,0,NA,NA,4,4,4,3,50,4,3,1,1,2,NA,NA,NA,NA,NA,50,40,0,0,10,0,0,24,1,4,5
554,51,1,6,4,16,5,4,61,1,8,8,1,NA,NA,4,NA,NA,NA,20,4,5,1,1,2,NA,4,NA,NA,NA,40,30,0,30,0,NA,NA,43,0,4,4,19,4,4,1,NA,2,NA,4,NA,NA,NA,0,20,0,80,0,0,0,50,1,3,6
555,47,2,6,8,16,3,3,77,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,2,1,1,NA,NA,NA,NA,NA,NA,50,20,5,20,5,0,0,66,3,1,5
556,49,1,3,2,66,4,3,2,2,0,2,NA,NA,NA,4,NA,NA,NA,63,3,3,1,1,NA,3,NA,5,NA,NA,30,5,5,10,50,NA,NA,3,4,5,3,62,4,3,1,1,NA,NA,NA,NA,NA,NA,50,5,5,15,20,0,5,14,1,4,2
557,67,1,3,10,95,5,5,85,6,5,1,1,2,NA,4,5,NA,NA,0,2,1,1,1,2,NA,4,NA,NA,NA,5,40,0,55,0,NA,NA,81,3,5,3,70,4,1,1,1,NA,NA,4,NA,NA,NA,20,30,0,50,0,0,0,70,7,5,2
558,60,2,5,7,9,2,3,62,1,9,9,1,NA,NA,NA,NA,NA,NA,0,3,4,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,11,3,6,0,17,4,4,1,1,2,NA,NA,NA,NA,NA,70,20,0,10,0,0,0,50,2,8,7
559,78,1,5,2,78,3,3,1,6,0,1,1,NA,3,NA,NA,NA,NA,79,4,3,1,1,NA,NA,4,5,NA,NA,30,0,0,10,60,NA,NA,69,2,1,1,85,2,2,1,NA,2,3,NA,NA,NA,NA,70,0,0,10,20,0,0,5,6,1,4
560,66,2,5,2,14,4,3,59,3,8,8,1,NA,NA,NA,NA,NA,NA,18,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,72,2,6,7,10,4,4,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,84,4,1,4
561,65,2,5,6,25,3,2,39,1,1,7,1,2,NA,4,NA,NA,NA,62,4,4,3,1,2,NA,4,NA,NA,NA,10,10,0,80,0,NA,NA,30,1,5,8,45,3,4,1,1,2,NA,4,NA,NA,NA,30,20,0,50,0,0,0,34,1,7,7
562,28,1,7,8,65,5,2,36,1,5,4,NA,NA,3,NA,NA,NA,NA,19,5,5,1,1,NA,3,4,NA,NA,NA,30,0,30,40,0,NA,NA,30,1,1,4,30,4,4,1,NA,NA,NA,4,5,NA,NA,30,0,30,30,0,0,10,23,3,6,5
563,47,1,5,4,60,4,4,30,1,3,4,1,NA,NA,4,NA,NA,NA,40,4,4,2,1,NA,NA,4,NA,NA,NA,20,20,10,30,20,NA,NA,20,1,5,5,50,4,4,1,1,NA,NA,4,NA,NA,NA,50,5,10,15,10,0,10,40,2,3,4
564,37,2,6,4,50,3,3,0,2,0,0,NA,NA,3,NA,5,NA,NA,50,3,3,1,1,2,NA,NA,NA,NA,NA,20,20,20,20,20,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,57,1,6,1,93,5,4,87,3,5,6,1,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,5,4,1,1,2,3,4,NA,NA,NA,20,20,20,38,1,0,1,89,3,5,6
566,64,1,6,7,0,3,3,26,3,3,4,1,NA,NA,NA,NA,NA,NA,36,4,4,1,1,NA,NA,NA,NA,NA,NA,30,30,10,20,10,NA,NA,32,2,3,5,35,4,2,1,NA,NA,NA,NA,5,NA,NA,80,10,0,0,10,0,0,20,2,2,0
567,62,2,8,10,10,4,3,63,6,8,9,1,NA,NA,NA,NA,NA,NA,0,4,3,1,1,NA,NA,NA,NA,NA,NA,70,10,10,10,0,NA,NA,100,5,10,9,7,4,3,1,1,NA,NA,NA,NA,NA,NA,70,10,0,20,0,0,0,61,6,10,8
568,36,1,5,10,87,4,5,82,8,7,5,NA,NA,NA,4,NA,NA,NA,41,3,3,1,NA,NA,3,4,NA,NA,NA,20,10,10,50,10,NA,NA,100,6,1,7,63,4,4,1,NA,NA,NA,4,NA,NA,NA,10,5,10,50,5,0,20,96,3,7,6
569,62,2,6,5,57,4,3,8,1,4,1,1,2,NA,NA,5,NA,NA,37,4,3,1,1,2,NA,NA,NA,NA,NA,40,40,10,5,5,NA,NA,1,1,3,2,50,4,3,1,1,2,NA,NA,NA,NA,NA,40,40,5,10,5,0,0,2,0,2,2
570,28,1,6,9,68,4,3,100,3,7,7,1,NA,3,4,NA,NA,NA,61,3,2,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,NA,NA,100,4,7,8,100,4,5,1,1,NA,3,4,NA,NA,NA,30,0,30,40,0,0,0,100,5,6,6
571,39,1,8,4,32,5,5,69,0,7,6,NA,2,NA,NA,NA,NA,NA,0,5,5,1,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,NA,NA,60,1,6,3,12,5,5,2,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,63,0,6,3
572,60,2,6,4,50,5,5,72,1,3,2,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,4,1,NA,NA,3,4,NA,NA,NA,20,0,30,50,0,0,0,67,2,2,2
573,61,2,8,4,60,4,4,46,0,3,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,5,1,1,NA,3,NA,NA,NA,NA,70,0,20,10,0,0,0,21,1,3,3
574,62,1,4,10,80,4,4,6,5,4,0,1,2,NA,4,NA,NA,NA,58,4,4,1,1,2,NA,NA,NA,NA,NA,70,20,0,10,0,NA,NA,84,5,0,0,66,4,5,1,1,NA,NA,NA,NA,NA,NA,70,15,5,5,0,0,5,86,4,5,2
575,40,1,4,5,20,3,3,0,5,6,7,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,50,1,6,5,94,5,5,76,0,3,3,1,NA,NA,4,NA,NA,NA,93,5,5,1,1,NA,NA,4,NA,NA,NA,40,0,0,60,0,NA,NA,90,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,64,2,3,5,58,4,4,0,3,1,1,1,NA,NA,NA,NA,NA,NA,55,3,2,1,1,NA,NA,4,NA,NA,NA,50,10,10,20,10,NA,NA,8,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,59,2,6,2,83,5,4,62,6,5,10,1,NA,NA,4,NA,NA,NA,31,4,4,1,1,NA,NA,NA,NA,NA,NA,20,50,10,10,10,NA,NA,66,2,4,9,30,5,4,1,NA,2,NA,NA,NA,NA,NA,20,50,10,10,10,0,0,92,1,7,0
580,25,1,4,5,52,2,3,10,0,1,1,1,NA,NA,NA,NA,NA,NA,0,3,3,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,NA,NA,0,3,0,2,0,3,1,1,NA,NA,3,NA,NA,NA,NA,0,0,100,0,0,0,0,0,2,3,3
581,66,1,6,0,95,5,5,55,5,10,8,1,NA,3,NA,5,NA,NA,82,5,5,1,NA,2,3,4,5,NA,NA,30,20,30,10,10,NA,NA,88,4,10,8,92,5,5,1,1,2,3,4,5,NA,NA,20,10,30,20,20,0,0,87,4,10,10
582,40,1,7,4,36,4,4,6,0,7,10,1,2,NA,NA,5,NA,NA,32,3,2,1,1,NA,NA,NA,5,NA,NA,20,30,10,15,25,NA,NA,23,3,3,9,17,4,4,1,1,NA,NA,NA,5,NA,NA,30,10,5,25,30,0,0,29,3,2,6
583,68,1,3,5,65,4,3,60,0,7,1,1,2,NA,NA,NA,NA,NA,60,3,4,1,1,2,NA,NA,NA,NA,NA,40,40,5,5,10,NA,NA,42,1,3,4,54,4,3,1,1,2,NA,NA,NA,NA,NA,30,60,2,5,1,0,2,49,1,5,3
584,24,2,4,2,65,3,3,47,5,3,6,1,2,3,4,NA,NA,NA,74,4,3,1,1,NA,NA,4,5,NA,NA,40,20,10,20,10,NA,NA,3,2,2,2,75,4,4,1,1,NA,NA,NA,NA,NA,NA,40,15,15,30,0,0,0,46,4,6,5
585,59,2,5,5,63,5,4,1,1,0,0,1,NA,3,4,NA,NA,NA,50,4,5,1,1,2,NA,4,NA,NA,NA,30,20,0,50,0,NA,NA,0,1,2,2,57,5,4,1,1,NA,NA,4,NA,NA,NA,40,5,3,50,2,0,0,14,1,4,5
586,61,1,7,4,66,4,4,16,0,5,8,1,NA,3,NA,NA,NA,NA,33,3,3,1,1,NA,NA,NA,NA,NA,NA,60,10,10,10,10,NA,NA,19,1,4,5,40,4,4,1,1,NA,3,NA,NA,NA,NA,90,0,10,0,0,0,0,34,1,5,6
587,35,2,5,5,28,3,2,0,0,2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,3,1,1,NA,NA,NA,NA,NA,NA,60,10,10,20,0,0,0,0,0,0,0
