ID,age,gender,ses,poli,civicengage1,colleff1_1,colleff2_1,affectpol1,polar1,perpolarlay1,perpolarelite1,media1_tv1,media2_newspaper1,media3_sns1,media4_youtube1,media5_community1,media6_other1,media6_othertext1,civicengage2,colleff1_2,colleff2_2,voteintention2,media1_tv2,media2_newspaper2,media3_sns2,media4_youtube2,media5_community2,media6_other2,media6_othertext2,media1_tv_perc2,media2_newspaper_perc2,media3_sns_perc2,media4_youtube_perc2,media5_community_perc2,media6_other_perc2,media6_othertext_perc2,affectpol2,polar2,perpolarlay2,perpolarelite2,civicengage3,colleff1_3,colleff2_3,vote3,media1_tv3,media2_newspaper3,media3_sns3,media4_youtube3,media5_community3,media6_other3,media6_othertext3,media1_tv_perc3,media2_newspaper_perc3,media3_sns_perc3,media4_youtube_perc3,media5_community_perc3,media6_other_perc3,media6_othertext_perc3,affectpol3,polar3,perpolarlay3,perpolarelite3
679,22,2,5,7,58,4,3,6,2,4,3,NA,NA,3,4,NA,NA,NA,43,4,4,1,NA,NA,3,NA,NA,NA,NA,10,20,40,0,30,NA,NA,28,3,8,5,58,4,3,1,1,NA,3,NA,NA,NA,NA,50,20,20,0,10,0,0,30,1,5,5
680,43,2,5,4,33,4,3,6,2,1,0,1,NA,3,4,NA,NA,NA,37,4,3,3,NA,NA,3,NA,5,NA,NA,20,5,60,10,5,NA,NA,0,0,2,2,36,4,4,3,NA,2,NA,4,NA,NA,NA,5,10,70,15,0,0,0,0,2,3,0
681,58,2,1,5,6,4,3,9,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,4,0,1,1
682,27,1,5,7,50,5,5,36,3,1,1,1,NA,3,4,NA,NA,NA,50,4,4,1,1,NA,3,NA,NA,NA,NA,80,0,10,0,10,NA,NA,0,1,0,0,68,5,5,1,1,NA,3,4,5,NA,NA,10,0,25,50,15,0,0,0,1,0,0
683,19,2,6,5,51,3,3,0,1,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,65,2,3,2,21,5,4,75,2,7,8,1,NA,3,4,NA,NA,NA,58,5,4,1,1,NA,NA,4,NA,NA,NA,30,0,0,70,0,NA,NA,99,1,7,8,79,5,5,1,1,NA,NA,4,NA,NA,NA,10,30,10,50,0,0,0,100,3,9,9
685,60,2,8,0,54,4,4,68,5,7,4,1,NA,NA,4,NA,NA,NA,89,5,5,1,1,NA,NA,4,NA,NA,NA,80,0,0,20,0,NA,NA,75,5,1,4,66,5,4,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,0,0,65,2,5,1
686,69,2,6,7,36,3,5,55,3,5,5,1,2,NA,4,NA,NA,NA,61,4,4,1,1,2,NA,4,NA,NA,NA,20,30,0,50,0,NA,NA,50,4,8,5,22,4,4,1,1,2,NA,4,NA,NA,NA,40,20,0,35,0,0,5,43,4,6,6
688,29,2,7,7,50,3,3,0,0,8,8,NA,2,NA,NA,NA,NA,NA,50,3,3,1,NA,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,0,0,0,0,13,3,3,1,NA,2,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,10,10
689,28,1,7,3,39,3,4,4,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,64,1,6,9,50,4,3,50,4,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,65,2,3,8,48,4,3,30,5,1,0,1,NA,NA,NA,NA,NA,NA,33,4,4,1,1,NA,NA,NA,NA,NA,NA,30,20,15,20,15,NA,NA,26,4,5,3,46,4,4,1,1,NA,NA,NA,NA,NA,NA,30,25,15,20,0,0,10,23,3,2,4
693,38,1,3,7,100,3,3,100,0,0,1,NA,2,3,4,5,NA,NA,67,3,2,1,NA,NA,3,4,5,NA,NA,0,0,30,40,30,NA,NA,100,2,2,2,75,4,2,1,NA,NA,3,NA,NA,NA,NA,10,20,10,10,30,0,20,100,3,6,1
694,29,1,5,5,59,4,3,23,1,0,0,NA,NA,NA,4,NA,NA,NA,58,4,4,1,1,NA,NA,4,NA,NA,NA,50,20,5,15,10,NA,NA,22,1,0,0,58,4,3,1,1,NA,NA,4,NA,NA,NA,30,20,20,20,10,0,0,1,2,3,4
697,56,2,7,5,50,4,5,68,1,8,8,1,NA,NA,4,NA,NA,NA,46,4,4,1,1,NA,NA,4,NA,NA,NA,40,0,0,60,0,NA,NA,14,0,7,7,21,5,4,1,1,NA,NA,4,NA,NA,NA,20,0,0,80,0,0,0,53,0,7,7
698,40,2,5,4,33,3,3,43,2,4,2,1,2,NA,NA,NA,NA,NA,0,4,4,1,1,2,3,NA,5,NA,NA,30,50,10,0,10,NA,NA,100,2,8,7,31,3,3,1,1,NA,NA,NA,NA,NA,NA,50,40,5,5,0,0,0,71,0,6,1
700,28,2,6,5,51,4,3,0,1,0,0,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,3,1,1,2,3,4,NA,NA,NA,40,20,20,20,0,0,0,0,2,0,0
701,38,1,4,7,20,4,2,20,3,6,5,1,NA,3,NA,5,NA,NA,20,4,2,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,NA,NA,40,2,6,6,0,4,2,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,20,3,4,4
702,62,2,4,3,59,5,4,53,0,3,3,1,NA,3,4,NA,NA,NA,65,4,3,1,1,NA,NA,4,NA,NA,NA,70,10,10,10,0,NA,NA,96,1,4,6,40,4,4,1,1,NA,3,4,NA,NA,NA,50,0,20,30,0,0,0,75,5,7,6
703,51,2,5,5,50,4,2,3,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,25,2,2,1,66,5,4,76,6,8,10,NA,NA,3,NA,NA,NA,NA,20,5,4,1,NA,2,3,NA,5,NA,NA,0,50,25,0,25,NA,NA,57,3,7,9,42,4,5,1,NA,NA,3,NA,NA,NA,NA,0,10,90,0,0,0,0,17,2,3,3
705,26,1,4,4,39,4,2,0,0,1,3,1,2,NA,4,NA,NA,NA,56,4,3,1,NA,2,3,4,NA,NA,NA,20,30,20,30,0,NA,NA,3,1,1,0,57,3,4,1,NA,2,3,NA,5,NA,NA,10,10,10,20,10,0,40,3,0,1,1
706,43,2,3,5,0,2,3,0,0,6,5,1,2,NA,NA,NA,NA,NA,1,3,2,3,1,2,NA,NA,NA,NA,NA,70,20,4,1,5,NA,NA,6,0,6,6,3,2,2,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,0,0,1,1,8,6
707,41,1,3,5,8,4,3,3,0,7,7,1,NA,NA,NA,NA,NA,NA,34,4,3,1,NA,NA,NA,4,NA,NA,NA,10,0,80,0,10,NA,NA,27,2,0,1,50,3,2,1,NA,NA,NA,NA,NA,6,라디오,10,0,0,0,0,90,0,5,0,1,8
708,30,1,1,5,0,4,2,14,2,2,2,1,2,NA,NA,5,NA,NA,0,4,3,1,1,2,NA,NA,5,NA,NA,40,30,0,0,30,NA,NA,20,2,1,2,0,4,2,1,1,2,NA,NA,5,NA,NA,80,10,0,0,10,0,0,22,1,2,2
709,36,1,7,5,0,4,3,0,1,0,1,NA,2,NA,NA,NA,NA,NA,0,4,4,1,1,NA,NA,4,NA,NA,NA,55,30,5,5,5,NA,NA,0,2,0,0,0,4,3,1,1,NA,NA,NA,5,NA,NA,90,0,0,0,10,0,0,0,2,2,3
711,56,1,5,2,50,5,5,0,2,7,10,1,2,3,NA,NA,NA,NA,45,5,5,1,1,2,3,4,NA,NA,NA,40,30,10,20,0,NA,NA,31,1,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,64,2,7,8,64,4,3,78,3,3,7,1,NA,NA,NA,NA,NA,NA,50,4,4,1,1,2,NA,NA,NA,NA,NA,90,10,0,0,0,NA,NA,59,1,6,5,50,3,3,1,1,NA,NA,NA,NA,NA,NA,80,0,0,0,0,0,20,74,1,8,8
713,58,1,5,5,79,4,4,4,1,0,1,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,5,5,1,NA,2,NA,4,NA,NA,NA,20,20,20,20,20,0,0,3,0,0,0
714,29,2,3,2,67,4,2,39,5,0,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,61,1,8,3,63,4,4,51,2,5,6,1,2,NA,NA,NA,NA,NA,52,5,4,1,1,NA,NA,4,NA,NA,NA,60,10,0,30,0,NA,NA,50,2,4,5,34,5,4,1,1,2,NA,NA,NA,NA,NA,50,30,7,10,3,0,0,72,3,6,6
716,25,1,2,0,40,5,5,100,6,9,10,1,NA,NA,NA,NA,NA,NA,35,4,5,1,NA,NA,3,4,NA,NA,NA,0,0,30,70,0,NA,NA,99,3,6,7,0,5,4,1,1,NA,3,NA,NA,NA,NA,50,0,50,0,0,0,0,100,7,9,4
717,45,1,5,6,60,4,4,30,1,6,7,1,NA,NA,NA,5,NA,NA,60,5,5,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,20,2,5,7,30,4,5,1,1,2,NA,NA,NA,NA,NA,30,70,0,0,0,0,0,20,2,4,7
718,59,1,3,7,20,3,2,18,3,1,1,1,NA,3,4,NA,NA,NA,57,3,2,1,1,NA,3,NA,NA,NA,NA,40,60,0,0,0,NA,NA,14,1,2,1,43,3,2,1,1,NA,NA,4,NA,NA,NA,60,0,40,0,0,0,0,36,3,0,4
719,46,2,7,5,80,5,5,70,4,9,7,1,2,NA,4,NA,NA,NA,50,5,5,1,NA,NA,NA,4,NA,NA,NA,10,10,0,80,0,NA,NA,0,4,5,5,50,5,5,1,1,NA,NA,NA,NA,NA,NA,30,10,50,10,0,0,0,63,4,9,9
720,64,2,8,9,24,4,3,25,4,8,8,1,NA,NA,4,NA,NA,NA,70,4,3,1,NA,NA,3,4,5,NA,NA,40,0,20,20,20,NA,NA,22,1,0,4,17,3,4,1,1,NA,NA,4,NA,NA,NA,90,0,0,10,0,0,0,75,5,1,7
721,26,2,7,6,19,4,3,0,3,9,9,NA,NA,3,4,NA,NA,NA,13,4,3,1,1,NA,3,4,NA,NA,NA,70,0,10,20,0,NA,NA,0,2,9,9,13,4,2,3,1,NA,3,4,NA,NA,NA,60,0,20,20,0,0,0,26,3,9,9
722,61,2,4,2,63,4,4,41,2,0,4,1,NA,3,4,NA,NA,NA,55,4,3,1,1,NA,NA,NA,NA,NA,NA,80,0,0,20,0,NA,NA,69,2,7,5,53,4,2,1,1,NA,NA,4,NA,NA,NA,50,0,0,40,10,0,0,67,3,6,7
723,24,1,3,5,57,4,4,2,0,0,0,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,60,1,6,2,11,5,4,69,4,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3,3,1,NA,NA,NA,4,NA,NA,NA,10,0,0,90,0,0,0,0,0,0,0
725,59,2,4,5,0,4,3,0,2,4,3,1,NA,NA,NA,NA,NA,NA,29,4,4,3,NA,NA,3,NA,NA,NA,NA,30,30,30,10,0,NA,NA,23,1,0,8,8,4,4,2,1,NA,NA,NA,5,NA,NA,50,50,0,0,0,0,0,31,2,7,5
726,42,2,7,6,28,4,2,8,1,5,5,1,2,NA,NA,NA,NA,NA,50,4,3,1,1,NA,NA,NA,NA,NA,NA,80,0,0,10,10,NA,NA,35,2,0,0,17,5,3,1,1,NA,NA,4,NA,NA,NA,92,0,8,0,0,0,0,17,2,3,3
727,46,2,6,5,77,4,4,24,0,0,0,1,NA,NA,4,NA,NA,NA,66,4,4,1,1,2,NA,NA,5,NA,NA,30,30,10,20,10,NA,NA,15,1,0,1,62,4,4,1,1,2,NA,NA,NA,NA,NA,30,50,10,10,0,0,0,22,2,0,0
728,38,2,1,7,16,3,3,4,2,1,1,1,2,NA,NA,NA,NA,NA,9,4,3,1,NA,2,NA,NA,NA,NA,NA,20,80,0,0,0,NA,NA,45,3,7,0,50,3,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,0,2,4,5
729,24,2,7,3,75,4,5,90,3,4,5,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,5,5,1,1,2,3,4,5,NA,NA,20,10,60,5,5,0,0,75,5,5,5
730,34,2,3,8,50,3,3,0,6,10,10,1,NA,NA,NA,NA,NA,NA,0,3,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,0,6,8,8,0,2,3,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,50,3,6,10
731,52,2,6,5,50,4,5,88,2,8,9,1,NA,NA,4,NA,NA,NA,50,3,3,1,1,NA,NA,NA,NA,NA,NA,50,10,5,30,5,NA,NA,57,0,9,9,76,4,4,1,1,NA,NA,NA,NA,NA,NA,30,20,20,20,10,0,0,59,1,9,9
732,34,2,6,2,66,5,4,61,4,6,5,1,NA,3,4,NA,NA,NA,50,5,4,1,1,NA,3,4,NA,NA,NA,80,10,10,0,0,NA,NA,71,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,64,2,7,2,31,5,4,47,1,8,10,1,2,NA,NA,NA,NA,NA,47,5,4,1,1,2,NA,NA,NA,NA,NA,70,26,2,2,0,NA,NA,55,2,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,60,2,7,5,80,4,4,69,1,4,5,1,2,3,4,NA,NA,NA,45,4,5,1,1,2,NA,4,5,NA,NA,15,30,20,35,0,NA,NA,38,1,3,6,84,4,4,1,1,NA,3,4,NA,NA,NA,10,10,30,40,10,0,0,91,1,6,0
736,53,1,6,4,80,5,5,87,2,4,6,1,NA,NA,4,NA,NA,NA,80,5,5,1,1,NA,NA,4,NA,NA,NA,50,30,0,20,0,NA,NA,67,1,4,6,50,4,4,1,1,2,3,4,NA,NA,NA,40,30,10,20,0,0,0,70,1,5,5
737,55,1,4,4,55,4,4,55,1,4,4,1,NA,NA,4,5,NA,NA,45,4,4,1,1,NA,NA,4,NA,NA,NA,25,10,0,50,15,NA,NA,25,2,5,4,40,4,4,1,1,NA,NA,4,NA,NA,NA,25,0,0,70,5,0,0,55,0,4,3
738,38,1,7,7,3,4,4,7,0,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,64,2,5,6,24,4,3,31,3,0,6,1,2,NA,NA,5,NA,NA,25,4,5,1,1,2,NA,NA,NA,NA,NA,70,5,10,5,5,NA,5,41,2,2,7,28,4,4,1,1,2,NA,NA,NA,NA,NA,70,20,5,5,0,0,0,33,2,1,3
740,55,1,5,4,72,5,4,17,0,4,5,1,2,3,4,NA,NA,NA,72,5,5,1,1,2,3,NA,NA,NA,NA,50,20,20,5,5,NA,NA,3,0,0,0,81,5,4,1,1,2,NA,4,NA,NA,NA,40,30,10,10,10,0,0,15,1,0,0
741,50,1,4,3,34,4,4,22,3,4,2,1,NA,NA,NA,NA,NA,NA,55,4,4,1,1,NA,3,NA,5,NA,NA,40,10,10,20,20,NA,NA,16,2,1,1,57,4,4,1,1,2,NA,NA,NA,NA,NA,60,10,10,20,0,0,0,21,3,5,5
742,37,1,7,10,0,4,3,92,8,7,2,1,NA,NA,4,5,NA,NA,0,4,2,1,NA,NA,NA,NA,5,NA,NA,10,20,0,0,70,NA,NA,81,8,7,1,0,3,2,1,NA,NA,NA,NA,5,NA,NA,0,30,20,0,50,0,0,100,7,7,2
744,64,2,5,5,39,3,3,33,1,5,6,NA,2,NA,NA,NA,NA,NA,77,4,3,1,NA,2,NA,NA,NA,NA,NA,80,15,0,0,5,NA,NA,44,1,5,7,37,4,3,1,1,2,NA,NA,NA,NA,NA,20,70,0,0,10,0,0,49,1,8,7
745,35,2,1,3,53,3,5,10,2,1,1,NA,NA,NA,4,NA,NA,NA,52,3,3,1,NA,NA,3,NA,NA,NA,NA,50,0,0,50,0,NA,NA,1,2,0,0,43,4,4,1,1,NA,3,NA,NA,NA,NA,90,0,10,0,0,0,0,30,0,0,5
746,43,2,5,3,69,4,4,49,3,6,6,1,NA,NA,NA,NA,NA,NA,36,4,5,1,NA,NA,NA,4,NA,NA,NA,0,30,0,70,0,NA,NA,51,3,4,5,77,4,4,1,NA,NA,3,NA,NA,NA,NA,50,0,25,25,0,0,0,26,5,5,5
747,64,2,6,8,70,4,4,69,2,3,4,1,NA,NA,4,NA,NA,NA,70,4,4,1,NA,NA,NA,NA,5,NA,NA,30,20,5,30,15,NA,NA,80,4,6,2,70,4,4,1,1,2,NA,4,NA,NA,NA,25,20,5,25,20,0,5,70,3,5,5
748,37,2,5,5,8,3,2,27,2,3,4,1,2,NA,NA,NA,NA,NA,10,4,3,1,NA,2,NA,NA,NA,NA,NA,40,50,0,10,0,NA,NA,0,0,4,4,19,4,2,1,1,NA,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,0,0,0,1
749,66,1,8,6,59,4,2,40,1,7,8,1,2,NA,NA,NA,NA,NA,50,3,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,27,1,7,8,20,4,3,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,31,1,8,7
750,26,1,6,5,66,3,4,14,3,1,5,NA,2,NA,NA,NA,NA,NA,65,3,3,1,NA,2,NA,NA,NA,NA,NA,20,10,30,10,30,NA,NA,19,2,1,1,61,3,4,1,NA,NA,NA,4,NA,NA,NA,10,40,10,20,10,0,10,14,2,1,1
751,74,2,1,5,9,4,2,34,0,8,7,1,NA,NA,NA,NA,NA,NA,9,4,2,1,1,NA,NA,NA,NA,NA,NA,80,0,20,0,0,NA,NA,34,0,7,6,2,4,2,1,1,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,0,33,1,10,10
752,49,2,3,5,44,4,3,0,2,4,4,NA,NA,NA,4,NA,NA,NA,33,4,3,1,1,2,NA,4,NA,NA,NA,3,5,1,90,1,NA,NA,28,4,3,3,10,4,3,1,1,NA,NA,4,NA,NA,NA,5,10,0,85,0,0,0,6,1,4,3
753,54,1,4,5,33,5,4,22,1,1,2,1,NA,NA,NA,NA,NA,NA,62,4,4,1,1,NA,NA,NA,5,NA,NA,80,0,0,0,20,NA,NA,1,1,1,2,54,4,4,1,1,NA,NA,NA,NA,NA,NA,70,20,0,10,0,0,0,4,0,2,1
754,51,2,3,6,3,1,1,0,3,2,0,1,NA,NA,4,NA,NA,NA,0,2,2,1,1,2,3,4,5,NA,NA,10,50,10,10,20,NA,NA,1,0,2,4,0,2,2,1,NA,2,NA,4,NA,NA,NA,30,40,0,30,0,0,0,0,2,5,8
755,43,2,4,5,4,4,3,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,62,2,6,1,50,4,4,0,3,3,1,NA,NA,NA,4,NA,NA,NA,19,4,3,1,1,NA,3,4,5,NA,NA,60,5,5,20,10,NA,NA,16,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,41,2,5,7,60,5,5,46,1,7,6,NA,2,NA,NA,NA,NA,NA,28,4,4,1,1,2,NA,NA,NA,NA,NA,40,60,0,0,0,NA,NA,42,4,0,0,38,4,4,1,NA,2,3,NA,NA,NA,NA,10,0,10,0,80,0,0,34,2,5,4
758,29,2,4,3,74,4,3,57,5,5,7,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,33,2,4,2,42,4,3,66,0,1,9,NA,NA,3,NA,5,NA,NA,21,5,4,1,NA,NA,3,NA,5,NA,NA,10,0,40,10,40,NA,NA,52,2,6,6,50,5,4,1,NA,NA,NA,NA,5,NA,NA,10,0,20,0,70,0,0,100,1,10,7
760,25,1,5,2,64,3,4,9,1,2,0,1,NA,NA,NA,NA,NA,NA,72,3,3,1,1,NA,NA,NA,5,NA,NA,40,50,0,0,10,NA,NA,0,1,1,2,11,4,4,1,1,NA,3,NA,NA,NA,NA,10,20,60,0,10,0,0,19,1,4,0
761,42,1,5,5,50,4,4,0,5,0,0,1,NA,3,NA,NA,NA,NA,50,3,3,1,1,NA,3,NA,NA,NA,NA,10,10,60,10,10,NA,NA,39,3,1,1,50,2,4,1,NA,2,NA,NA,5,NA,NA,20,0,50,20,5,0,5,0,2,1,1
762,42,1,5,5,75,4,4,1,1,2,4,1,2,NA,NA,NA,NA,NA,57,4,4,1,NA,2,NA,NA,NA,NA,NA,50,50,0,0,0,NA,NA,0,2,1,1,35,4,2,1,1,2,NA,NA,NA,NA,NA,50,30,0,0,20,0,0,2,1,1,1
763,30,2,4,5,50,2,3,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,29,2,3,2,72,5,5,69,4,9,8,1,2,3,NA,NA,NA,NA,0,5,4,1,1,2,NA,4,NA,NA,NA,20,30,10,40,0,NA,NA,87,4,8,8,74,5,5,1,1,2,3,4,NA,NA,NA,20,25,30,25,0,0,0,71,4,8,8
765,41,1,1,5,50,4,4,0,1,0,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,NA,NA,4,NA,NA,NA,30,0,0,70,0,0,0,0,0,5,6
766,50,2,6,7,60,3,2,65,3,6,0,1,2,NA,NA,NA,NA,NA,60,4,3,1,1,2,NA,NA,NA,NA,NA,70,30,0,0,0,NA,NA,80,4,7,6,4,2,4,1,1,2,NA,NA,NA,NA,NA,50,50,0,0,0,0,0,74,5,7,7
767,66,1,5,5,74,2,3,69,1,5,0,NA,NA,3,NA,NA,NA,NA,69,2,2,1,1,2,3,NA,NA,NA,NA,20,30,20,20,10,NA,NA,21,2,6,1,0,1,2,1,1,2,3,4,5,NA,NA,30,20,10,20,10,0,10,70,0,0,0
768,53,2,4,7,68,3,3,20,1,0,2,NA,NA,NA,4,NA,NA,NA,53,3,3,1,1,NA,NA,NA,NA,NA,NA,20,10,20,30,20,NA,NA,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,26,1,1,5,30,3,3,0,4,1,1,NA,NA,3,NA,NA,NA,NA,11,2,2,1,NA,NA,3,4,5,NA,NA,30,0,0,30,40,NA,NA,0,4,0,0,0,3,3,1,NA,NA,3,NA,NA,NA,NA,10,0,50,0,40,0,0,0,5,0,0
770,38,1,6,9,64,2,3,67,6,8,8,1,NA,NA,NA,NA,NA,NA,25,2,2,1,1,2,3,NA,5,NA,NA,50,30,10,0,10,NA,NA,10,4,6,6,67,4,4,1,NA,2,3,NA,5,NA,NA,20,20,20,20,20,0,0,1,0,1,1
771,59,2,5,1,81,5,5,85,5,0,5,1,NA,NA,4,NA,NA,NA,88,5,5,1,1,NA,NA,4,5,NA,NA,20,10,10,40,20,NA,NA,95,6,8,7,75,5,5,1,NA,NA,NA,4,NA,NA,NA,20,10,0,70,0,0,0,100,7,8,7
772,28,1,7,7,57,4,3,30,3,8,9,1,2,3,NA,5,NA,NA,52,4,5,1,1,2,3,4,5,NA,NA,10,30,20,20,20,NA,NA,21,3,7,8,65,4,5,1,1,NA,3,4,5,NA,NA,10,30,30,20,10,0,0,58,3,3,8
773,41,1,3,5,31,2,3,50,0,7,7,NA,NA,NA,4,NA,NA,NA,30,3,4,1,NA,NA,NA,4,NA,NA,NA,5,5,0,90,0,NA,NA,50,0,5,5,50,3,3,1,1,2,3,4,5,NA,NA,5,5,5,80,5,0,0,50,0,7,5
774,30,1,5,7,0,5,4,53,5,10,5,NA,NA,3,4,NA,NA,NA,27,4,5,1,NA,NA,3,NA,NA,NA,NA,5,0,85,5,5,NA,NA,83,3,10,10,39,4,4,1,NA,NA,3,NA,NA,NA,NA,10,0,60,30,0,0,0,38,2,10,10
775,59,1,5,1,33,4,4,66,1,7,8,1,2,NA,4,NA,NA,NA,70,4,4,1,1,NA,NA,4,NA,NA,NA,80,10,0,10,0,NA,NA,60,2,3,6,11,4,4,1,1,NA,NA,4,NA,NA,NA,80,10,0,10,0,0,0,66,0,4,1
776,47,2,3,5,50,4,3,0,1,1,0,1,NA,3,NA,NA,NA,NA,9,4,3,1,1,NA,3,NA,NA,NA,NA,10,50,40,0,0,NA,NA,16,1,0,1,8,4,3,1,1,NA,3,NA,NA,NA,NA,55,0,45,0,0,0,0,13,1,1,1
777,21,1,5,5,100,5,5,0,1,10,4,NA,NA,3,NA,NA,NA,NA,50,3,3,1,1,NA,3,4,NA,NA,NA,30,5,5,60,0,NA,NA,0,1,4,5,70,4,3,1,1,NA,NA,4,NA,NA,NA,50,0,0,50,0,0,0,0,1,2,2
